	domain	phylum	class	order	family	genus	species
ASV_2337	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2338	NA	NA	NA	NA	NA	NA	NA
ASV_2339	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rickettsiales_2	SM2D12_2	Incertae Sedis_827	NA
ASV_2340	NA	NA	NA	NA	NA	NA	NA
ASV_2341	NA	NA	NA	NA	NA	NA	NA
ASV_2342	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2343	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis_238	Incertae Sedis_536	NA
ASV_2344	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2345	NA	NA	NA	NA	NA	NA	NA
ASV_2346	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2347	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae Sedis_21	Incertae Sedis_36	NA
ASV_2348	NA	NA	NA	NA	NA	NA	NA
ASV_2349	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2350	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2351	Bacteria	Acidobacteriota	Subgroup 21	Incertae Sedis_28	Incertae Sedis_72	Incertae Sedis_109	NA
ASV_2352	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Kiloniellales_2	Kiloniellaceae_2	Incertae Sedis_791	NA
ASV_2353	NA	NA	NA	NA	NA	NA	NA
ASV_2354	NA	NA	NA	NA	NA	NA	NA
ASV_2355	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Methyloligellaceae_2	Incertae Sedis_781	NA
ASV_2356	NA	NA	NA	NA	NA	NA	NA
ASV_2357	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Incertae Sedis_535	NA
ASV_2358	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2359	NA	NA	NA	NA	NA	NA	NA
ASV_2360	Bacteria	NB1-j	Incertae Sedis_36	Incertae Sedis_110	Incertae Sedis_288	Incertae Sedis_623	NA
ASV_2361	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_2362	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_2363	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	KI89A clade_2	Incertae Sedis_945	NA
ASV_2364	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2365	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_2366	NA	NA	NA	NA	NA	NA	NA
ASV_2367	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Rhizobiaceae_2	Aquamicrobium_2	NA
ASV_2368	NA	NA	NA	NA	NA	NA	NA
ASV_2369	NA	NA	NA	NA	NA	NA	NA
ASV_2370	NA	NA	NA	NA	NA	NA	NA
ASV_2371	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Incertae Sedis_143	Incertae Sedis_439	Incertae Sedis_916	NA
ASV_2372	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_2373	NA	NA	NA	NA	NA	NA	NA
ASV_2374	NA	NA	NA	NA	NA	NA	NA
ASV_2375	Bacteria	Myxococcota	Polyangiia	NA	NA	NA	NA
ASV_2376	NA	NA	NA	NA	NA	NA	NA
ASV_2377	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Micavibrionales_2	NA	NA	NA
ASV_2378	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2379	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Colwelliaceae_2	NA	NA
ASV_2380	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_2381	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2382	NA	NA	NA	NA	NA	NA	NA
ASV_2383	NA	NA	NA	NA	NA	NA	NA
ASV_2384	NA	NA	NA	NA	NA	NA	NA
ASV_2385	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2386	NA	NA	NA	NA	NA	NA	NA
ASV_2387	NA	NA	NA	NA	NA	NA	NA
ASV_2388	Bacteria	Thermodesulfobacteriota	Incertae Sedis_50	Incertae Sedis_156	Incertae Sedis_487	Incertae Sedis_1019	NA
ASV_2389	NA	NA	NA	NA	NA	NA	NA
ASV_2390	NA	NA	NA	NA	NA	NA	NA
ASV_2391	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2392	NA	NA	NA	NA	NA	NA	NA
ASV_2393	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodobacterales_2	Paracoccaceae	NA	NA
ASV_2394	NA	NA	NA	NA	NA	NA	NA
ASV_2395	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_2396	NA	NA	NA	NA	NA	NA	NA
ASV_2397	NA	NA	NA	NA	NA	NA	NA
ASV_2398	NA	NA	NA	NA	NA	NA	NA
ASV_2399	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Bauldia_2	NA
ASV_2400	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2401	NA	NA	NA	NA	NA	NA	NA
ASV_2402	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2403	NA	NA	NA	NA	NA	NA	NA
ASV_2404	NA	NA	NA	NA	NA	NA	NA
ASV_2405	NA	NA	NA	NA	NA	NA	NA
ASV_2406	Bacteria	Acidobacteriota	Subgroup 22	Incertae Sedis_29	Incertae Sedis_73	Incertae Sedis_110	NA
ASV_2407	NA	NA	NA	NA	NA	NA	NA
ASV_2408	NA	NA	NA	NA	NA	NA	NA
ASV_2409	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_2410	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2411	NA	NA	NA	NA	NA	NA	NA
ASV_2412	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Vibrionaceae_2	Vibrio_2	NA
ASV_2413	NA	NA	NA	NA	NA	NA	NA
ASV_2414	NA	NA	NA	NA	NA	NA	NA
ASV_2415	NA	NA	NA	NA	NA	NA	NA
ASV_2416	NA	NA	NA	NA	NA	NA	NA
ASV_2417	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Incertae Sedis_142	Incertae Sedis_400	Incertae Sedis_789	NA
ASV_2418	Bacteria	Cyanobacteriota	Cyanobacteriia_2	Synechococcales_2	Cyanobiaceae_2	Synechococcus CC9902_2	NA
ASV_2419	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	NA	NA	NA
ASV_2420	NA	NA	NA	NA	NA	NA	NA
ASV_2421	NA	NA	NA	NA	NA	NA	NA
ASV_2422	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76	NA
ASV_2423	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Incertae Sedis_80	Incertae Sedis_117	NA
ASV_2424	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	Incertae Sedis_95	Incertae Sedis_260	Incertae Sedis_571	NA
ASV_2425	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_2426	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2427	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Legionellales_2	Legionellaceae_2	Incertae Sedis_921	NA
ASV_2428	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Steroidobacterales_2	Woeseiaceae_2	Woeseia_2	NA
ASV_2429	NA	NA	NA	NA	NA	NA	NA
ASV_2430	NA	NA	NA	NA	NA	NA	NA
ASV_2431	NA	NA	NA	NA	NA	NA	NA
ASV_2432	Bacteria	Myxococcota	Polyangiia	Nannocystales_2	Nannocystaceae_2	NA	NA
ASV_2433	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Incertae Sedis_742	NA
ASV_2434	NA	NA	NA	NA	NA	NA	NA
ASV_2435	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Microtrichaceae_2	Incertae Sedis_124	NA
ASV_2436	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_2437	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Pelagibacterales	Clade IV_2	Incertae Sedis_805	NA
ASV_2438	NA	NA	NA	NA	NA	NA	NA
ASV_2439	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NRL2_2	Incertae Sedis_403	Incertae Sedis_796	NA
ASV_2440	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halieaceae_2	OM60(NOR5) clade_2	NA
ASV_2441	NA	NA	NA	NA	NA	NA	NA
ASV_2442	NA	NA	NA	NA	NA	NA	NA
ASV_2443	NA	NA	NA	NA	NA	NA	NA
ASV_2444	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2445	NA	NA	NA	NA	NA	NA	NA
ASV_2446	NA	NA	NA	NA	NA	NA	NA
ASV_2447	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_2448	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2449	NA	NA	NA	NA	NA	NA	NA
ASV_2450	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2451	NA	NA	NA	NA	NA	NA	NA
ASV_2452	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	NA
ASV_2453	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Pelagibacterales	NA	NA	NA
ASV_2454	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Rickettsiellales	Rickettsiellaceae	Aquicella_2	NA
ASV_2455	NA	NA	NA	NA	NA	NA	NA
ASV_2456	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Incertae Sedis_148	Incertae Sedis_329	NA
ASV_2457	NA	NA	NA	NA	NA	NA	NA
ASV_2458	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2459	NA	NA	NA	NA	NA	NA	NA
ASV_2460	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Defluviicoccales_2	Incertae Sedis_395	Incertae Sedis_764	NA
ASV_2461	NA	NA	NA	NA	NA	NA	NA
ASV_2462	NA	NA	NA	NA	NA	NA	NA
ASV_2463	NA	NA	NA	NA	NA	NA	NA
ASV_2464	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_2465	NA	NA	NA	NA	NA	NA	NA
ASV_2466	NA	NA	NA	NA	NA	NA	NA
ASV_2467	NA	NA	NA	NA	NA	NA	NA
ASV_2468	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_2469	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_2470	NA	NA	NA	NA	NA	NA	NA
ASV_2471	Bacteria	Myxococcota	Polyangiia	Nannocystales_2	Nannocystaceae_2	Incertae Sedis_612	NA
ASV_2472	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	OM27 clade_2	NA
ASV_2473	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_2474	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2475	NA	NA	NA	NA	NA	NA	NA
ASV_2476	NA	NA	NA	NA	NA	NA	NA
ASV_2477	NA	NA	NA	NA	NA	NA	NA
ASV_2478	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Incertae Sedis_331	NA
ASV_2479	Bacteria	Thermodesulfobacteriota	Desulfuromonadia_2	Bradymonadales_2	Incertae Sedis_483	Incertae Sedis_1008	NA
ASV_2480	NA	NA	NA	NA	NA	NA	NA
ASV_2481	Bacteria	Acidobacteriota	AT-s3-28	Incertae Sedis_17	Incertae Sedis_57	Incertae Sedis_91	NA
ASV_2482	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2483	NA	NA	NA	NA	NA	NA	NA
ASV_2484	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2485	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodospirillales_2	Rhodospirillaceae_2	Incertae Sedis_816	NA
ASV_2486	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2487	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales_2	Puniceicoccaceae_2	Incertae Sedis_1059	NA
ASV_2488	NA	NA	NA	NA	NA	NA	NA
ASV_2489	NA	NA	NA	NA	NA	NA	NA
ASV_2490	NA	NA	NA	NA	NA	NA	NA
ASV_2491	Bacteria	Chloroflexota	Anaerolineae_2	Caldilineales_2	Caldilineaceae_2	Incertae Sedis_422	NA
ASV_2492	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Kiloniellales_2	Kiloniellaceae_2	Kiloniella_2	NA
ASV_2493	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Puniceispirillales_2	SAR116 clade_2	Incertae Sedis_809	NA
ASV_2494	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Incertae Sedis_408	NA
ASV_2495	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2496	NA	NA	NA	NA	NA	NA	NA
ASV_2497	NA	NA	NA	NA	NA	NA	NA
ASV_2498	NA	NA	NA	NA	NA	NA	NA
ASV_2499	NA	NA	NA	NA	NA	NA	NA
ASV_2500	NA	NA	NA	NA	NA	NA	NA
ASV_2501	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Incertae Sedis_83	Incertae Sedis_123	NA
ASV_2502	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Ilumatobacteraceae_2	Incertae Sedis_122	NA
ASV_2503	NA	NA	NA	NA	NA	NA	NA
ASV_2504	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2505	NA	NA	NA	NA	NA	NA	NA
ASV_2506	NA	NA	NA	NA	NA	NA	NA
ASV_2507	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	NA	NA	NA
ASV_2508	NA	NA	NA	NA	NA	NA	NA
ASV_2509	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2510	Bacteria	Chloroflexota	Anaerolineae_2	NA	NA	NA	NA
ASV_2511	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2512	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2513	NA	NA	NA	NA	NA	NA	NA
ASV_2514	NA	NA	NA	NA	NA	NA	NA
ASV_2515	NA	NA	NA	NA	NA	NA	NA
ASV_2516	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_2517	NA	NA	NA	NA	NA	NA	NA
ASV_2518	NA	NA	NA	NA	NA	NA	NA
ASV_2519	NA	NA	NA	NA	NA	NA	NA
ASV_2520	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_2521	NA	NA	NA	NA	NA	NA	NA
ASV_2522	Bacteria	Pseudomonadota	Gammaproteobacteria_2	CHAB-XI-27_2	Incertae Sedis_423	Incertae Sedis_872	NA
ASV_2523	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_2524	NA	NA	NA	NA	NA	NA	NA
ASV_2525	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2526	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	Incertae Sedis_1037	NA
ASV_2527	NA	NA	NA	NA	NA	NA	NA
ASV_2528	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	NA
ASV_2529	NA	NA	NA	NA	NA	NA	NA
ASV_2530	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodobacterales_2	Paracoccaceae	Pikeienuella	NA
ASV_2531	Bacteria	Planctomycetota	vadinHA49	Incertae Sedis_140	Incertae Sedis_389	Incertae Sedis_749	NA
ASV_2532	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2533	Bacteria	Chloroflexota	NA	NA	NA	NA	NA
ASV_2534	Bacteria	Planctomycetota	vadinHA49	Incertae Sedis_140	Incertae Sedis_389	Incertae Sedis_749	NA
ASV_2535	NA	NA	NA	NA	NA	NA	NA
ASV_2536	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2537	NA	NA	NA	NA	NA	NA	NA
ASV_2538	NA	NA	NA	NA	NA	NA	NA
ASV_2539	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2540	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2541	Bacteria	Rhodothermota	Rhodothermia_2	Rhodothermales_2	Rhodothermaceae_2	Incertae Sedis_977	NA
ASV_2542	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
ASV_2543	NA	NA	NA	NA	NA	NA	NA
ASV_2544	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
ASV_2545	NA	NA	NA	NA	NA	NA	NA
ASV_2546	NA	NA	NA	NA	NA	NA	NA
ASV_2547	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Nitrosococcales_2	Nitrosococcaceae_2	NA	NA
ASV_2548	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_2549	NA	NA	NA	NA	NA	NA	NA
ASV_2550	NA	NA	NA	NA	NA	NA	NA
ASV_2551	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2552	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_2553	NA	NA	NA	NA	NA	NA	NA
ASV_2554	NA	NA	NA	NA	NA	NA	NA
ASV_2555	NA	NA	NA	NA	NA	NA	NA
ASV_2556	NA	NA	NA	NA	NA	NA	NA
ASV_2557	NA	NA	NA	NA	NA	NA	NA
ASV_2558	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Spongiibacteraceae_2	NA	NA
ASV_2559	NA	NA	NA	NA	NA	NA	NA
ASV_2560	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Cellvibrionaceae_2	Umboniibacter_2	NA
ASV_2561	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Marinomonadaceae_2	Marinomonas_2	NA
ASV_2562	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2563	NA	NA	NA	NA	NA	NA	NA
ASV_2564	NA	NA	NA	NA	NA	NA	NA
ASV_2565	NA	NA	NA	NA	NA	NA	NA
ASV_2566	NA	NA	NA	NA	NA	NA	NA
ASV_2567	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_2568	Bacteria	Planctomycetota	028H05-P-BN-P5	Incertae Sedis_131	Incertae Sedis_367	Incertae Sedis_707	NA
ASV_2569	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_2570	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_2571	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2572	Bacteria	Pseudomonadota	Alphaproteobacteria_2	NA	NA	NA	NA
ASV_2573	NA	NA	NA	NA	NA	NA	NA
ASV_2574	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2575	NA	NA	NA	NA	NA	NA	NA
ASV_2576	Bacteria	Pseudomonadota	Gammaproteobacteria_2	pItb-vmat-80_2	Incertae Sedis_450	Incertae Sedis_935	NA
ASV_2577	NA	NA	NA	NA	NA	NA	NA
ASV_2578	NA	NA	NA	NA	NA	NA	NA
ASV_2579	NA	NA	NA	NA	NA	NA	NA
ASV_2580	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2581	NA	NA	NA	NA	NA	NA	NA
ASV_2582	NA	NA	NA	NA	NA	NA	NA
ASV_2583	NA	NA	NA	NA	NA	NA	NA
ASV_2584	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2585	NA	NA	NA	NA	NA	NA	NA
ASV_2586	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_2587	NA	NA	NA	NA	NA	NA	NA
ASV_2588	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2589	NA	NA	NA	NA	NA	NA	NA
ASV_2590	NA	NA	NA	NA	NA	NA	NA
ASV_2591	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2592	Bacteria	Pseudomonadota	Gammaproteobacteria_2	F9P41300-M23_2	Incertae Sedis_430	Incertae Sedis_903	NA
ASV_2593	NA	NA	NA	NA	NA	NA	NA
ASV_2594	NA	NA	NA	NA	NA	NA	NA
ASV_2595	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Defluviicoccales_2	Incertae Sedis_395	Incertae Sedis_764	NA
ASV_2596	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_2597	NA	NA	NA	NA	NA	NA	NA
ASV_2598	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Legionellales_2	Legionellaceae_2	Incertae Sedis_921	NA
ASV_2599	NA	NA	NA	NA	NA	NA	NA
ASV_2600	NA	NA	NA	NA	NA	NA	NA
ASV_2601	NA	NA	NA	NA	NA	NA	NA
ASV_2602	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2603	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	Incertae Sedis_376	Incertae Sedis_718	NA
ASV_2604	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Rickettsiellales	Rickettsiellaceae	Incertae Sedis_955	NA
ASV_2605	NA	NA	NA	NA	NA	NA	NA
ASV_2606	NA	NA	NA	NA	NA	NA	NA
ASV_2607	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2608	NA	NA	NA	NA	NA	NA	NA
ASV_2609	NA	NA	NA	NA	NA	NA	NA
ASV_2610	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Rhizobiaceae_2	Pseudahrensia_2	NA
ASV_2611	NA	NA	NA	NA	NA	NA	NA
ASV_2612	NA	NA	NA	NA	NA	NA	NA
ASV_2613	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Pseudoalteromonadaceae_2	Pseudoalteromonas_2	NA
ASV_2614	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2615	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Incertae Sedis_80	Incertae Sedis_117	NA
ASV_2616	Bacteria	NB1-j	Incertae Sedis_36	Incertae Sedis_110	Incertae Sedis_288	Incertae Sedis_623	NA
ASV_2617	NA	NA	NA	NA	NA	NA	NA
ASV_2618	NA	NA	NA	NA	NA	NA	NA
ASV_2619	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2620	NA	NA	NA	NA	NA	NA	NA
ASV_2621	Bacteria	Acidobacteriota	AT-s3-28	Incertae Sedis_17	Incertae Sedis_57	Incertae Sedis_91	NA
ASV_2622	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	KI89A clade_2	Incertae Sedis_945	NA
ASV_2623	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2624	Bacteria	Gemmatimonadota	PAUC43f marine benthic group	Incertae Sedis_97	Incertae Sedis_262	Incertae Sedis_575	NA
ASV_2625	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales_2	Puniceicoccaceae_2	NA	NA
ASV_2626	NA	NA	NA	NA	NA	NA	NA
ASV_2627	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2628	NA	NA	NA	NA	NA	NA	NA
ASV_2629	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Incertae Sedis_535	NA
ASV_2630	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2631	NA	NA	NA	NA	NA	NA	NA
ASV_2632	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Ga0077536_2	Incertae Sedis_432	Incertae Sedis_906	NA
ASV_2633	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	Incertae Sedis_733	NA
ASV_2634	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_2635	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	Incertae Sedis_312	Incertae Sedis_648	NA
ASV_2636	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2637	NA	NA	NA	NA	NA	NA	NA
ASV_2638	NA	NA	NA	NA	NA	NA	NA
ASV_2639	NA	NA	NA	NA	NA	NA	NA
ASV_2640	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Colwelliaceae_2	Thalassotalea_2	NA
ASV_2641	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Pseudoalteromonadaceae_2	Psychrosphaera_2	NA
ASV_2642	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Pseudohongiellaceae_2	Pseudohongiella_2	NA
ASV_2643	NA	NA	NA	NA	NA	NA	NA
ASV_2644	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Hyphomicrobiaceae_2	Filomicrobium_2	NA
ASV_2645	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	NA
ASV_2646	NA	NA	NA	NA	NA	NA	NA
ASV_2647	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Micavibrionales_2	Incertae Sedis_402	Incertae Sedis_793	NA
ASV_2648	NA	NA	NA	NA	NA	NA	NA
ASV_2649	NA	NA	NA	NA	NA	NA	NA
ASV_2650	Bacteria	Thermodesulfobacteriota	Desulfuromonadia_2	Bradymonadales_2	Incertae Sedis_483	Incertae Sedis_1008	NA
ASV_2651	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2652	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2653	NA	NA	NA	NA	NA	NA	NA
ASV_2654	Bacteria	Planctomycetota	Pla3 lineage	Incertae Sedis_135	Incertae Sedis_383	Incertae Sedis_737	NA
ASV_2655	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_2656	NA	NA	NA	NA	NA	NA	NA
